Product,Gender,Accords,Description,AdditionalInfo,TopNotes,MiddleNotes,BaseNotes,love,like,ok,dislike,hate,winter,spring,summer,fall,day,night,,
Plumes DS&Durga,women and men,"aromatic (100%), white floral (95.7388%), woody (89.0431%), floral (73.8263%), tuberose (66.5217%), tropical (66.5217%), fresh spicy (62.8694%), musky (60.4349%), earthy (55.5654%), coconut (54.3476%)","Plumes by DS&Durga is a fragrance for women and men. This is a new fragrance. Plumes was launched in 2023. Top notes are Laurels, Watery Notes and Coconut; middle notes are Frangipani, Tuberose, Jasmine and Vine; base notes are Vetyver, Amyris and Musk.","Fragrance notes: tropical water, laurel leaf, coconut, frangipani, tuberose, jasmine vines, Javanese vetiver, musk, and Amyris.","Laurels, Watery Notes, Coconut","Frangipani, Tuberose, Jasmine, Vine","Vetyver, Amyris, Musk",66.6667,100,60,13.3333,80,0,80,100,13.3333,86.6667,33.3333,,
H2Eau Water Lotus Clean,women and men,"floral (100%), aquatic (89.2758%), ozonic (66.6575%), fresh (63.7327%), white floral (49.4986%), green (47.1589%)","H2Eau Water Lotus by Clean is a fragrance for women and men. This is a new fragrance. H2Eau Water Lotus was launched in 2023. Top notes are Lotus, Water Lily and Cucumber; middle notes are Lily of the Valley and Peony; base notes are Amber and Musk.","Key Notes: Waterlily, Muguet, Musk

Fragrance Description: This fragrance is inspired by the enchanting beauty of water lotus flowers bathing in the morning sun. The scent mesmerizes with whimsical waterlilies soaked in a pond of cucumber water. A demure fusion of muguet and peonies drenched in sheer amber and soft musk casts a tender, floral charm for spellbinding allure.

About the Bottle: CLEAN RESERVE cares about the health of the planet. They work with vendors who use green manufacturing processes, and minimizing the amount of waste produced by the packaging is of paramount importance. The glass bottle is recyclable, and the carton is made from FSC-certified paper printed with nontoxic, soy- and water-based inks. The corn-derived cellophane is biodegradable and compostable.","Lotus, Water Lily, Cucumber","Lily of the Valley, Peony","Amber, Musk",70,100,20,30,10,22.2222,66.6667,88.8889,33.3333,100,55.5556,,
Levant Extraordinaire Ormonde Jayne,women and men,"citrus (100%), powdery (52.0501%), white floral (51%), floral (48.5499%), sweet (46.8001%)","Levant Extraordinaire by Ormonde Jayne is a Floral Fruity fragrance for women and men. This is a new fragrance. Levant Extraordinaire was launched in 2023. Top notes are Bergamot, Tangelo, Mandarin Orange and Pink Pepper; middle notes are Orange Blossom, Peony and Jasmine; base notes are Powdery Notes, Cedarwood, Amber and Musk.","Top notes of tangelo and pink pepper provide a zesty and rejuvenating start to the scent, while the heart of peony flower adds a subtle and fragrant sweetness. The base notes of amber and musk form a warm and sensuous foundation, enhanced by the powdery accord, which infuses the fragrance with a refined elegance.","Bergamot, Tangelo, Mandarin Orange, Pink Pepper","Orange Blossom, Peony, Jasmine","Powdery Notes, Cedarwood, Amber, Musk",100,50,25,0,25,50,100,100,50,100,50,,
Soleil Royal Noble Royale,women and men,"citrus (100%), woody (90.8968%), warm spicy (81.48%), fresh (72.6908%), vanilla (67.6682%), powdery (60.1344%), aromatic (50.7175%), fresh spicy (50.0898%), aldehydic (48.8341%), balsamic (44.4395%)","Soleil Royal by Noble Royale is a Floral Woody Musk fragrance for women and men. Soleil Royal was launched in 2023. The nose behind this fragrance is Philippe Paparella-Paris. Top notes are Citruses, Solar Notes, Ginger and Cypress; middle notes are Orris Root and Bulgarian Rose; base notes are Sandal, Vanilla, Benzoin, Ambrette and Musk.",Not Found,"Citruses, Solar Notes, Ginger, Cypress","Orris Root, Bulgarian Rose","Sandal, Vanilla, Benzoin, Ambrette, Musk",100,91.6667,66.6667,8.33333,8.33333,45.4545,72.7273,72.7273,100,100,27.2727,,
Peachy Bloom MATCA,women and men,"musky (100%), fruity (93.913%), powdery (92.3914%), green (90.8698%), vanilla (86.3044%), sweet (86.3044%), citrus (83.2606%), white floral (68.0435%), fresh (60.4349%), amber (52.8263%)","Peachy Bloom by MATCA is a Floral Fruity Gourmand fragrance for women and men. This is a new fragrance. Peachy Bloom was launched in 2023. Top notes are Green Accord and Citruses; middle notes are Peach, Neroli and Ylang-Ylang; base notes are Natural Musk, Vanilla, Ambroxan and Tonka.","A juicy softness and powdery waves of happiness: this is Peachy Bloom.
Escape into a world of pure bliss with our Peachy Bloom fragrance. Let the juicy, peachy notes envelop you in a warm embrace, while sweet, floral accents fill the air with a touch of romance. The comforting scent of vanilla and powdery undertones wrap you in a cocoon of happiness, as warm, amber hues radiate from within. Embrace the feeling that everything will be alright and enjoy the soft, sunny glow of Peachy Bloom.","Green Accord, Citruses","Peach, Neroli, Ylang-Ylang","Natural Musk, Vanilla, Ambroxan, Tonka",100,0,20,0,0,50,83.3333,83.3333,100,100,66.6667,,
Seven Heaven Paradis des Sens,women and men,"fruity (100%), rose (88.0787%), powdery (83.1877%), musky (72.7947%), tropical (70.3495%), amber (66.6813%), iris (66.6813%), fresh (66.0699%), aquatic (55.6769%), sweet (52.0088%)","Seven Heaven by Paradis des Sens is a Floral Woody Musk fragrance for women and men. This is a new fragrance. Seven Heaven was launched in 2023. The nose behind this fragrance is Philippine Courtière. Top notes are Litchi, Pear and Bergamot; middle notes are Rose, Orris and Geranium; base notes are Musk, Amber and Vanilla.",Not Found,"Litchi, Pear, Bergamot","Rose, Orris, Geranium","Musk, Amber, Vanilla",100,84.6154,15.3846,15.3846,7.69231,50,100,64.2857,64.2857,78.5714,50,,
Mr Romantic Atrium Fragrance,women and men,"amber (100%), herbal (100%), aromatic (96.063%), musky (89.5002%), lavender (82.4998%), floral (75.5002%), powdery (74.4064%), fresh spicy (71.125%), warm spicy (63.2503%), vanilla (60.6251%)","Mr Romantic by Atrium Fragrance is a Amber Woody fragrance for women and men. This is a new fragrance. Mr Romantic was launched in 2023. Top notes are Chamomile, Labdanum and Cardamom; middle notes are Lavender, Neroli and Amber; base notes are Musk, Vanilla and Sandalwood.",Not Found,"Chamomile, Labdanum, Cardamom","Lavender, Neroli, Amber","Musk, Vanilla, Sandalwood",100,35.1351,18.9189,18.9189,48.6486,91.1111,93.3333,40,97.7778,55.5556,100,,
Vieri Mind Games,women and men,"citrus (100%), musky (78.4115%), fresh spicy (62.7104%), amber (58.1309%), powdery (57.1495%), aromatic (52.57%), soft spicy (46.6821%), fresh (46.6821%), herbal (46.6821%), floral (45.3738%)","Vieri by Mind Games is a fragrance for women and men. This is a new fragrance. Vieri was launched in 2023. The nose behind this fragrance is Christelle Laprade. Top notes are Lemongrass, Lemon and Pink Pepper; middle notes are Tea, Camellia, Red Fruits and Peony; base notes are Musk, Amberwood and Incense.","Vieri, the nobleman who captivated Lionora's heart with grace and prowess, transports you to the breathtaking Mediterranean landscape where their love story flourished. A surge of crimson lemongrass, vivacious citron, and effervescent pink pepper initiates the perfume's fragrance. As the scent of the perfume evolves, floral notes of lush peony and camellia tea emerge against a backdrop of enticing musks, mystical incense, and rich Amberwood, reflecting Vieri's subtle virility and avant-garde approach to love. Allow Vieri to enchant you with its captivating first impressions and enduring charm that withstands the test of time.
""A duality of contrasts. Bright, uplifting and warm, Vieri pairs our natural Lemongrass Madagascar with sparkling citron and pink pepper around a heart of Camellia Tea. To enhance the natural warming effect, we finished it with a smoky, Amberwood and musk effect for allure and trail."" - Christelle Laprade, Perfumer.","Lemongrass, Lemon, Pink Pepper","Tea, Camellia, Red Fruits, Peony","Musk, Amberwood, Incense",100,37.5,29.1667,4.16667,4.16667,12,100,96,52,96,44,,
Mongolian Mriga Prin,women and men,"woody (100%), fresh spicy (62.5078%), aromatic (56.8731%), musky (53.8389%), oud (51.6716%), powdery (47.1206%), balsamic (46.037%), green (44.9537%)",Mongolian Mriga by Prin is a Woody Chypre fragrance for women and men. This is a new fragrance. Mongolian Mriga was launched in 2023. The nose behind this fragrance is Prin Lomros.,Not Found,"Sugandha Kokila, Musk, Agarwood (Oud), Black hemlock or Tsuga, Pine tar, Choya Ral, Balsam Fir, Cumin, Clary Sage, Costus, Orris Root, Vetiver, Galbanum, Pine needles, Yuzu, Oakmoss, Nard Himalayan (Jatamansi), Jasmine, Rose, Cinnamon, Patchouli, Sandalwood, Bergamot",,,100,31.8182,27.2727,9.09091,0,100,33.3333,8.33333,75,25,91.6667,,
Snuggle Bug Juliet Rose,women and men,"vanilla (100%), sweet (70.7628%), coconut (56.0464%), caramel (49.535%), balsamic (48.5581%), amber (46.279%)","Snuggle Bug by Juliet Rose is a Amber Vanilla fragrance for women and men. This is a new fragrance. Snuggle Bug was launched in 2023. The nose behind this fragrance is Juliet Rose. Top notes are Coconut Milk, Almond Milk, Lactones, Artemisia and Lavender; middle notes are Caramel, Coumarin, Musk Mallow, Honey and White Musk; base notes are Vanilla, Tonka Bean, Benzoin and Sandalwood.",Not Found,"Coconut Milk, Almond Milk, Lactones, Artemisia, Lavender","Caramel, Coumarin, Musk Mallow, Honey, White Musk","Vanilla, Tonka Bean, Benzoin, Sandalwood",100,33.3333,100,0,0,66.6667,16.6667,33.3333,83.3333,83.3333,100,,
MOLéCULE C - 19 The Beach ZARKOPERFUME,women and men,"coconut (100%), woody (83.1035%), vanilla (65.4829%), sweet (63.0689%), lactonic (54.5001%), musky (51.7242%), tropical (51.0001%), powdery (45.2069%)","MOLéCULE C - 19 The Beach by ZARKOPERFUME is a Woody fragrance for women and men. This is a new fragrance. MOLéCULE C - 19 The Beach was launched in 2023. The nose behind this fragrance is Zarko Ahlmann Pavlov. Top note is Coconut; middle note is Coconut; base notes are White Wood, Musk and Vanilla.","""On a warm summer day when all things were perfect, enjoying the never-ending beaches in Hornbaek from my childhood memories.

The sweet notes from people applying the coconut oils to their bodies filled my senses blending perfectly with the hot sun, sea breeze, and human skin.

Those were the days of a young mind smelling the very soul of life."" -Zarkoperfume website.",Coconut,Coconut,"White Wood, Musk, Vanilla",80,100,40,35,5,15.3846,53.8462,100,19.2308,84.6154,26.9231,,
Shaghaf Oud Royale Swiss Arabian,women and men,"warm spicy (100%), patchouli (99.307%), woody (71.5841%), earthy (61.8812%), fresh spicy (58.4159%), balsamic (50.792%), metallic (50.792%), musky (50.792%), leather (46.6338%)",Shaghaf Oud Royale by Swiss Arabian is a Woody Spicy fragrance for women and men. This is a new fragrance. Shaghaf Oud Royale was launched in 2023. Top notes are Saffron and Lavender; middle notes are Nutmeg and Oud; base notes are Patchouli and Musk.,Not Found,"Saffron, Lavender","Nutmeg, Oud","Patchouli, Musk",100,20,0,0,30,100,62.5,25,100,62.5,87.5,,
Histoire d'une Rose Voskanian Parfums,women and men,"citrus (100%), earthy (55.6365%), woody (55.4546%), rose (55.4546%), mossy (50.0001%), patchouli (48.1818%), aromatic (46.5454%), warm spicy (45.6364%), fresh spicy (45.5455%)","Histoire d'une Rose by Voskanian Parfums is a Chypre Floral fragrance for women and men. This is a new fragrance. Histoire d'une Rose was launched in 2023. The nose behind this fragrance is Tsovak Voskanian. Top notes are Citron, Bergamot, Lime, Tangerine, Angelica Root and Ginger; middle notes are Damask Rose and Lavender; base notes are Oakmoss, Patchouli, Ambergris, Vetiver and Musk.",Not Found,"Citron, Bergamot, Lime, Tangerine, Angelica Root, Ginger","Damask Rose, Lavender","Oakmoss, Patchouli, Ambergris, Vetiver, Musk",69.2308,100,30.7692,15.3846,7.69231,88.8889,77.7778,55.5556,77.7778,100,88.8889,,
Sabotage Art de Parfum,women and men,"citrus (100%), green (72.9032%), fresh spicy (70.6454%), aromatic (69.2905%)","Sabotage by Art de Parfum is a Floral Fruity fragrance for women and men. This is a new fragrance. Sabotage was launched in 2023. Top notes are Pink Grapefruit, Bitter Orange, Mint and Mandarin Orange; middle notes are Basil, Tuberose, Petitgrain, Rhubarb and Wormwood; base notes are Cedar, White Musk, Patchouli and Moss.","Taking a nostalgic nod to the 90s, this is a disruptive, bold and self-ironic citrus floral scent.  A feast for the fragrance gourmand, Sabotage will have you feeling upbeat and optimistic, and at the same time serene and radiant.
Bliss out to a scented soundtrack of vivid and boozy Negroni accord paired with an uplifting olfactory explosion of bitter orange and red mandarin and mountain herbs.  Float away on the creamy floracy of tuberose petals followed by a trail of creamy woods and white musk.","Pink Grapefruit, Bitter Orange, Mint, Mandarin Orange","Basil, Tuberose, Petitgrain, Rhubarb, Wormwood","Cedar, White Musk, Patchouli, Moss",75,100,25,0,0,66.6667,83.3333,66.6667,83.3333,100,66.6667,,
Velvet Coco Private Mood,women and men,"vanilla (100%), coconut (96.6667%), musky (80%), sweet (71.6669%), powdery (70%), floral (63.3333%), lactonic (55.6669%), tropical (50%)",Velvet Coco by Private Mood is a fragrance for women and men. This is a new fragrance. Velvet Coco was launched in 2023. Velvet Coco was created by Luca Maffei and Cristian Cavagna.,Not Found,"Coconut, Coconut Water, Vanilla, Musk, Magnolia, Flour",,,100,75,50,100,25,66.6667,66.6667,77.7778,77.7778,100,44.4444,,
Pheromones Reinvented,women and men,"aromatic (100%), woody (99.6112%), warm spicy (94.7502%), musky (79.7779%), amber (72.7776%), powdery (70.8336%), balsamic (66.1667%), earthy (63.4445%), soft spicy (56.0554%), vanilla (53.3331%)","Pheromones by Reinvented is a fragrance for women and men. This is a new fragrance. Pheromones was launched in 2023. Top notes are Pink Pepper, Saffron and Bergamot; middle notes are Cardamom, elemi, Jasmine, Orris Root and Rose; base notes are Labdanum, Vanilla, Sandalwood, Musk, Vetiver and Cypriol Oil or Nagarmotha.","The magic of an encounter lights up in the instinctive alchemy of mind, body, and spirit. Like a magnetic aura, our most intimate and enthralling essence radiates to the exterior: sensual, deep, euphoric, and infinite.
A sophisticated opening of Bergamot, Pink Pepper sparks off an irresistible fantasy towards floral allegories of Jasmine, Rose, and Iris amidst the inviting nuances of Cardamom and a flash of Elemi, which open the doors to the extraordinary. The magic of an encounter lights up in the instinctive alchemy of mind, body, and spirit when the bewitching scents of a full-bodied and intriguing base of Cistus Labdanum, Vetiver, and Cypriol come into play on a bed of Sandalwood. It is the mood of complicity, made sublime by Vanilla and Musk. Like a magnetic aura, our most intimate and enthralling essence radiates to the exterior: sensual, deep, and infinite.","Pink Pepper, Saffron, Bergamot","Cardamom, elemi, Jasmine, Orris Root, Rose","Labdanum, Vanilla, Sandalwood, Musk, Vetiver, Cypriol Oil or Nagarmotha",0,0,0,0,0,0,0,0,0,0,0,,
